;id;short;year
2137;BVerfGE5_71;Verordnungsermächtigung;1956
2138;BVerfGE57_1;NPD;1981
2141;BVerfGE57_121;Fachanwalt;1981
2142;BVerfGE57_139;Schwerbehindertenabgabe;1981
2143;BVerfGE57_170;Briefverkehr in der Untersuchungshaft;1981
2144;BVerfGE57_220;Bethel;1981
2145;BVerfGE57_250;Zeugen vom Hörensagen, V-Mann;1981
2146;BVerfGE57_29;Verbot des Uniformtragens;1981
2147;BVerfGE57_295;Drittes Rundfunkurteil;1981
2148;BVerfGE57_335;Angestelltenversicherung Rentenberechnung;1981
2149;BVerfGE57_346;Zwangsvollstreckung, Durchsuchungsanordnung;1981
2150;BVerfGE57_361;Unterhaltsanspruch Altehe;1981
2151;BVerfGE57_39;Willkürverbot;1981
2152;BVerfGE57_43;Inkompatibilität, passives Wahlrecht (Ruhestandsbeamter);1981
2153;BVerfGE5_77;Unterschriftenquorum parteifreier Wählergruppen;1956
2154;BVerfGE57_70;Universitäre Krankenversorgung;1981
2155;BVerfGE57_9;Einlieferungsersuchen;1981
2156;BVerfGE58_1;Eurocontrol I;1981
2157;BVerfGE58_137;Pflichtexemplar;1981
2160;BVerfGE58_163;Willkürverbot;1981
2167;BVerfGE58_177;Inkompatibilität (Kreisangestellter), passives Wahlrecht Niedersachsen;1981
2168;BVerfGE58_202;aktives Wahlrecht deutscher EG-Beamter;1981
2169;BVerfGE58_208;Unterbringung eines Geisteskranken (Baden-Württemberg);1981
2170;BVerfGE58_233;Deutscher Arbeitnehmerverband;1981
2171;BVerfGE58_257;Schulausschluss;1981
2173;BVerfGE58_300;Nassauskiesung;1981
2175;BVerfGE58_358;Bewährungsauflage in der Strafaussetzung;1981
2176;BVerfGE58_369;Gesetzliche Unfallversicherung, Berufskrankheit;1981
2177;BVerfGE58_377;Erbrecht;1981
2179;BVerfGE5_85;KPD-Urteil;1956
2180;BVerfGE58_68;Beihilfegewährung;1981
2181;BVerfGE58_81;Ausbildungsausfallzeiten;1981
2182;BVerfGE5_9;Frauenarbeitszeit;1956
2183;BVerfGE59_1;Auswahlverfahren für Studienplatzvergabe;1981
2185;BVerfGE59_119;Briefwahl;1981
2187;BVerfGE59_172;Ausbildungskapazität Vorklinikum;1981
2189;BVerfGE59_231;Freier Rundfunkmitarbeiter;1982
2190;BVerfGE59_275;Schutzhelmpflicht;1982
2196;BVerfGE59_36;Leistungsgruppeneinteilung;1981
2199;BVerfGE59_63;Eurocontrol II;1981
2201;BVerfGE59_98;Willkürverbot;1981
2206;BVerfGE60_123;Geschlechtsumwandlung;1982
2209;BVerfGE60_162;Personalvertretungswahl;1982
2210;BVerfGE60_175;Startbahn West;1982
2211;BVerfGE60_215;Sozietätsverbot;1982
2216;BVerfGE60_253;Anwaltsverschulden im Asylverfahren;1982
2217;BVerfGE60_305;Versagung rechtlichen Gehörs;1982
2218;BVerfGE60_313;Äußerungsfrist;1982
2221;BVerfGE60_348;Auslieferung bei drohender Todesstrafe;1982
2222;BVerfGE60_360;Gesetzliche Krankenversicherung;1982
2224;BVerfGE60_53;Rundfunkrat;1982
2225;BVerfGE60_68;Mutterschutzgesetz;1982
2226;BVerfGE60_7;Auflösungsklage GmbH;1982
2230;BVerfGE6_104;Sperrklausel Kommunalwahl;1957
2231;BVerfGE61_1;Meinungsäußerung im Wahlkampf;1982
2234;BVerfGE61_126;Erzwingungshaft;1982
2237;BVerfGE61_149;Amtshaftung;1982
2245;BVerfGE61_291;Tierpräparation;1982
2246;BVerfGE61_319;Ehegattensplitting;1982
2247;BVerfGE6_132;Gestapo;1957
2248;BVerfGE61_358;Gemeinsames Sorgerecht;1982
2258;BVerfGE62_1;Bundestagsauflösung Misstrauensvotum;1983
2260;BVerfGE62_169;Sperrguthaben DDR;1982
2267;BVerfGE62_230;Boykottaufruf;1982
2269;BVerfGE62_256;Kündigungsfristen;1982
2272;BVerfGE62_323;Hinkende Ehe;1982
2276;BVerfGE62_354;Heilfürsorgeanspruch;1982
2281;BVerfGE6_257;Teilweise gesetzgeberisches Unterlassen;1957
2282;BVerfGE6_273;Gesamtdeutsche Volkspartei;1957
2284;BVerfGE6_290;Washingtoner Abkommen;1957
2286;BVerfGE6_309;Reichskonkordat;1957
2287;BVerfGE63_1;Schornsteinfegerversorgung;1983
2288;BVerfGE63_119;Rentenausfallzeiten;1983
2289;BVerfGE63_131;Gegendarstellung;1983
2294;BVerfGE63_197;Auslieferung an die Türkei;1983
2295;BVerfGE6_32;Elfes-Urteil;1957
2297;BVerfGE63_230;Öffentlichkeitsarbeit der Bundesregierung;1983
2299;BVerfGE63_254;Wahlwerbespot, Verteilung der Sendezeiten;1983
2301;BVerfGE63_266;Zulassung zur Anwaltschaft;1983
2305;BVerfGE63_343;Rechtshilfevertrag zwischen Deutschland und Österreich;1983
2310;BVerfGE6_376;Wahlrechtsbeschwerde;1957
2312;BVerfGE63_80;Höfeverfahrensrecht;1983
2314;BVerfGE63_88;Versorgungsausgleich für Landwirte;1983
2317;BVerfGE64_108;Zeugnisverweigerungsrecht;1983
2320;BVerfGE64_135;Gerichtssprache;1983
2321;BVerfGE64_158;Dienstzeitprämie im Bundesgrenzschutz;1983
2325;BVerfGE64_203;§ 128 Abs 3 Zivilprozessordnung;1983
2326;BVerfGE64_208;Deputatkohle Bergarbeiter;1983
2333;BVerfGE64_261;Hafturlaub, lebenslange Freiheitsstrafe;1983
2334;BVerfGE64_301;Abgeordnetenentschädigung (Baden-Württemberg);1983
2341;BVerfGE6_45;Grundrechtsverletzung des Fiskus;1957
2343;BVerfGE64_72;Prüfingenieur;1983
2344;BVerfGE64_87;Rentenanpassung;1983
2345;BVerfGE65_1;Volkszählung Mikrozensus;1983
2347;BVerfGE65_104;Mutterschaftsgeld;1983
2355;BVerfGE65_182;Sozialplan;1983
2356;BVerfGE65_196;Altersruhegeld, betriebliche Unterstützungskasse;1983
2357;BVerfGE65_227;Wahlwerbespot;1983
2361;BVerfGE65_283;Bebauungsplan;1983
2367;BVerfGE65_325;Zweitwohnungsteuer;1983
2369;BVerfGE65_377;Strafbefehl;1983
2370;BVerfGE6_55;Steuersplitting Haushaltsbesteuerung;1957
2372;BVerfGE65_76;Offensichtlichkeitsentscheidung (Asylantrag);1983
2373;BVerfGE66_1;Konkursausfallgeld;1983
2382;BVerfGE66_214;Zwangsläufige Unterhaltsaufwendung;1984
2386;BVerfGE66_248;Enteignung zugunsten Energieversorgung;1984
2390;BVerfGE66_270;Schlewig-Holsteinisches Hochschulgesetz;1984
2393;BVerfGE66_313;Strafverfahrenskosten;1984
2396;BVerfGE66_337;Wiederzulassung eines Rechtsanwaltes;1984
2397;BVerfGE66_369;Wahlprüfung;1984
2398;BVerfGE66_39;Nachrüstung Pershing II;1983
2400;BVerfGE66_84;Unterhaltsvorrang;1984
2402;BVerfGE67_1;Emeritierung;1984
2403;BVerfGE67_100;Flick-Untersuchungsausschuss;1984
2405;BVerfGE67_149;Wahlwerbesendung WDR;1984
2407;BVerfGE67_157;Post- und Telefonkontrolle G 10;1984
2412;BVerfGE67_213;Anachronistischer Zug;1984
2415;BVerfGE67_245;Scheinehe;1984
2417;BVerfGE67_256;Investitionshilfegesetz;1984
2420;BVerfGE67_299;Laternengarage;1984
2421;BVerfGE67_329;Höferecht;1984
2424;BVerfGE67_382;Personalratswahl;1984
2426;BVerfGE67_43;Offensichtlichkeitsentscheidung (Asylantrag);1984
2429;BVerfGE67_90;Fehlerhafte Rechtsanwendung;1984
2431;BVerfGE68_1;Atomwaffenstationierung Pershing II;1984
2435;BVerfGE68_176;Pflegefamilie;1984
2436;BVerfGE68_193;Zahntechniker-Innung, Kostendämpfungs-Ergänzungsgesetz;1984
2442;BVerfGE68_287;Pensionsrückstellung;1984
2444;BVerfGE68_319;Gebührenordnung für Ärzte;1984
2450;BVerfGE68_361;Eigenbedarfskündigung;1985
2453;BVerfGE6_84;Sperrklausel;1957
2454;BVerfGE69_1;Kriegsdienstverweigerung;1985
2464;BVerfGE69_188;Betriebsaufspaltung;1985
2465;BVerfGE69_209;Steuerberaterprüfung;1985
2469;BVerfGE69_257;Wahlwerbesendung;1985
2475;BVerfGE69_92;Parteienfinanzierung IV;1985
2476;BVerfGE70_1;Orthopädietechniker-Innung;1985
2477;BVerfGE70_101;Doppelanrechnung, gesetzliche Rentenversicherung;1985
2481;BVerfGE70_138;Kirchliches Kündigungsrecht;1985
2483;BVerfGE70_180;Asylverfahren, rechtliches Gehör;1985
2484;BVerfGE70_191;Fischereirecht;1985
2489;BVerfGE70_251;Bremisches Schulverwaltungsgesetz;1985
2491;BVerfGE70_278;Lohnsteuererstattung;1985
2492;BVerfGE70_288;Bierlieferungsquote;1985
2493;BVerfGE70_297;Fortdauer der Unterbringung in einem psychiatrischen Krankenhaus;1985
2494;BVerfGE70_324;Haushaltskontrolle der Geheimdienste;1986
2495;BVerfGE70_35;Bauleitplanungsgesetz Hamburg;1985
2496;BVerfGE70_69;Waisenrente;1985
2498;BVerfGE7_1;Berlin-Vorbehalt;1957
2500;BVerfGE71_1;Rentenausfallzeit, gesetzliche Rentenversicherung;1985
2501;BVerfGE71_108;Neutralität im Wahlraum;1985
2502;BVerfGE7_111;Bayerische Flugblätter;1957
2503;BVerfGE71_122;Prozesskostenhilfe im Verwaltungsprozess;1985
2505;BVerfGE71_146;Ausbildungshilfe für Ehegatten;1985
2506;BVerfGE71_158;Legende vom toten Soldaten;1985
2507;BVerfGE71_162;Autobiographie eines Chefarztes;1985
2509;BVerfGE7_120;Personalvertretung;1957
2510;BVerfGE71_202;Auslegung einer Prozesserklärung;1985
2511;BVerfGE71_206;Veröffentlichung der Anklageschrift;1985
2513;BVerfGE71_23;Festsetzung des Gegenstandswertes;1985
2514;BVerfGE71_230;Vergleichsmiete Kappungsgrenze;1985
2515;BVerfGE71_25;Kommunalverfassungsbeschwerde;1985
2520;BVerfGE71_305;Milch-Garantiemengen-Verordnung;1985
2524;BVerfGE71_39;Ortszuschlag Beamtenbesoldung;1985
2525;BVerfGE7_155;Hauptamtlicher Bürgermeister;1957
2529;BVerfGE7_171;Dieselsubventionierung;1957
2531;BVerfGE7_18;Bayerisches Ärztegesetz;1957
2532;BVerfGE71_81;Arbeitnehmerkammern Bremen;1985
2537;BVerfGE7_198;Lüth-Urteil;1958
2538;BVerfGE72_1;Altersgrenze Altersruhegeld;1986
2539;BVerfGE72_105;Aussetzung lebenslanger Freiheitsstrafe;1986
2541;BVerfGE72_122;Entzug des Sorgerechts;1986
2543;BVerfGE72_155;Elterliche Vertretungsmacht;1986
2544;BVerfGE72_200;Deutsch-Schweizerisches Doppelbesteuerungsabkommen;1986
2547;BVerfGE72_296;Selbstablehnung (Herzog);1986
2548;BVerfGE72_299;Wiederaufbereitungsanlage Wackersdorf;1986
2551;BVerfGE72_330;Länderfinanzausgleich I;1986
2554;BVerfGE72_39;Kindererziehungszeit;1986
2556;BVerfGE7_244;Badische Weinabgabe;1958
2559;BVerfGE72_66;Flughafen Salzburg;1986
2564;BVerfGE7_29;Pressedelikte;1957
2565;BVerfGE72_9;Arbeitslosengeld;1986
2567;BVerfGE7_305;Rechtsverhältnisse der Flüchtlinge;1958
2568;BVerfGE73_1;Parteinahe Stiftungen;1986
2569;BVerfGE73_118;Niedersächsisches Landesrundfunkgesetz;1986
2570;BVerfGE7_320;Erziehung zur Freikörperkultur;1958
2571;BVerfGE73_206;Sitzblockade I;1986
2572;BVerfGE73_261;Sozialplan für Hausbrandkohle;1986
2574;BVerfGE73_280;Auswahl von Notarbewerbern;1986
2576;BVerfGE73_301;Vermessungsingenieur (Hessen);1986
2579;BVerfGE73_339;Solange II;1986
2580;BVerfGE73_388;Kirchgeld;1986
2582;BVerfGE73_40;Parteienfinanzierung III;1986
2587;BVerfGE7_377;Apotheken-Urteil;1958
2589;BVerfGE74_102;Erziehungsmaßregel;1987
2590;BVerfGE74_129;Betriebliche Altersversorgung;1987
2591;BVerfGE74_163;Rentenalter;1987
2592;BVerfGE74_182;Einheitswert;1987
2593;BVerfGE74_203;Arbeitslosengeld, Meldeversäumnis;1987
2596;BVerfGE74_228;Fernschriftliche Berufungsbegründung, Formmangel;1987
2598;BVerfGE74_244;Religionsunterricht;1987
2600;BVerfGE74_264;Boxberg;1987
2601;BVerfGE74_297;Landesmediengesetz Baden-Württemberg;1987
2602;BVerfGE74_33;Erbersatzanspruch des nichtehelichen Kindes;1986
2603;BVerfGE74_358;Privatklageverfahren, Unschuldsvermutung, Verfahrenskosten;1987
2604;BVerfGE74_44;Aktion Ausländerrückführung;1986
2606;BVerfGE74_51;Nachfluchtgrund;1986
2607;BVerfGE74_69;Rechnungsprüfung Süddeutscher Rundfunk;1986
2610;BVerfGE74_9;BAföG;1986
2613;BVerfGE75_1;Völkerrecht, ne bis in idem;1987
2614;BVerfGE75_108;Künstlersozialversicherung;1987
2615;BVerfGE75_166;Arzneimittelverkauf;1987
2616;BVerfGE75_183;Verspätetes Vorbringen;1987
2617;BVerfGE75_192;Sparkasse;1987
2618;BVerfGE75_201;Herausgabe eines Kindes;1987
2619;BVerfGE75_223;Vorabentscheidungsverfahren;1987
2620;BVerfGE75_246;Abschaffung des Rechtsbeistandes;1987
2623;BVerfGE75_302;Verspätetes Vorbringen;1987
2624;BVerfGE75_318;Betretungsrecht des Sachverständigen;1987
2625;BVerfGE75_329;Bestimmtheitsgrundsatz, Blankettsrafbestimmung;1987
2632;BVerfGE75_40;Privatschulfinanzierung;1987
2633;BVerfGE75_78;Erwerbsunfähigkeitsrente;1987
2636;BVerfGE76_1;Familiennachzug;1987
2637;BVerfGE76_100;Höfeordnung;1987
2638;BVerfGE76_107;Kommunale Planungshoheit;1987
2641;BVerfGE76_130;Pauschgebührenregelung Sozialgerichtsverfahren;1987
2642;BVerfGE76_143;Glaubensgemeinschaft, Nachfluchtgrund;1987
2643;BVerfGE76_171;Standesrecht;1987
2644;BVerfGE76_196;Werbeverbot für Rechtsanwälte;1987
2645;BVerfGE76_211;Sitzblockade II;1987
2646;BVerfGE76_220;Leistungskürzung im Rehabilitationsrecht;1987
2649;BVerfGE76_256;Altersversorgung Berufsbeamtentum;1987
2650;BVerfGE7_63;Listenwahl;1957
2651;BVerfGE76_363;Beugehaft;1987
2652;BVerfGE76_83;Zwangsvollstreckung, Durchsuchungsanordnung;1987
2655;BVerfGE77_1;Untersuchungsausschuss;1987
2658;BVerfGE77_130;Bergbau;1987
2659;BVerfGE77_137;Deutsche Staatsangehörigkeit;1987
2660;BVerfGE77_170;Lagerung chemischer Waffen;1987
2661;BVerfGE77_240;Plakataktion;1987
2664;BVerfGE77_275;Rechtsbehelfsfrist;1987
2665;BVerfGE77_288;Kommunale Planungshoheit;1987
2666;BVerfGE77_308;Arbeitnehmerweiterbildung;1987
2669;BVerfGE77_346;Jugendgefährdende Schriften;1988
2673;BVerfGE77_381;Zwischenlager Gorleben;1988
2675;BVerfGE77_65;Beschlagnahme von Filmmaterial;1987
2676;BVerfGE7_77;Platzerhaltmandat;1957
2677;BVerfGE77_84;Arbeitnehmerüberlassung im Baugewerbe;1987
2679;BVerfGE78_101;Eigentumsrecht von Rundfunkanstalten;1988
2680;BVerfGE78_104;Prozesskostenhilfe;1988
2686;BVerfGE78_179;Heilpraktikergesetz;1988
2689;BVerfGE78_205;Schatzregal Baden-Württemberg;1988
2690;BVerfGE78_214;Existenzminimum;1988
2691;BVerfGE78_232;Landwirtschaftliche Altershilfe;1988
2692;BVerfGE78_249;Fehlbelegungsabgabe;1988
2698;BVerfGE78_331;Ausschließungsgrund eines Richters;1988
2699;BVerfGE78_344;Kommunaler Mandatsträger;1988
2700;BVerfGE78_350;Parteienfinanzierung VI;1988
2702;BVerfGE78_374;Bestimmtheitsgrundsatz, Blankettstrafgesetz;1988
2703;BVerfGE78_38;Gemeinsamer Familienname;1988
2705;BVerfGE78_58;Herkunftsbezeichnung für Weine;1988
2711;BVerfGE7_89;Hamburgisches Hundesteuergesetz;1957
2712;BVerfGE79_1;Vergütung Urheberrecht;1988
2714;BVerfGE79_127;Kommunale Selbstverwaltung;1988
2716;BVerfGE79_169;Überhangmandate I;1988
2718;BVerfGE79_174;Erbbaurecht Straßenverkehrslärm;1988
2725;BVerfGE79_256;Kenntnis der eigenen Abstammung;1989
2726;BVerfGE79_275;Legende vom toten Soldaten;1989
2728;BVerfGE79_29;Vergütungsfreiheit Strafvollzug;1988
2729;BVerfGE79_292;Eigenbedarfskündigung;1989
2730;BVerfGE79_311;Staatsverschuldung;1989
2734;BVerfGE79_379;Parteiverbot Vereinigung Nationale Sammlung;1989
2738;BVerfGE79_51;Pflegeeltern;1988
2739;BVerfGE79_69;Eidespflicht;1988
2742;BVerfGE7_99;Sendezeitvergabe;1957
2743;BVerfGE80_1;Multiple-Choice-Verfahren I;1989
2745;BVerfGE80_109;Nichtermittlung des Fahrzeugführers, Kostenhaftung;1989
2746;BVerfGE80_124;Staatliche Presseförderung;1989
2747;BVerfGE80_137;Reiten im Walde;1989
2748;BVerfGE80_170;Zugewinnausgleich in der Landwirtschaft;1989
2750;BVerfGE80_188;Abgeordnetenstatus;1989
2751;BVerfGE80_244;Vereinsverbot;1989
2752;BVerfGE80_257;Notarrecht;1989
2754;BVerfGE80_286;Unterhaltsanspruch;1989
2756;BVerfGE80_315;Asylrecht;1989
2757;BVerfGE80_354;Totalverweigerung;1989
2759;BVerfGE80_367;Verwertung Tagebuchaufzeichnung;1989
2760;BVerfGE80_40;Multiple-Choice-Verfahren II;1989
2762;BVerfGE80_54;Ermittlungsverfahren;1989
2765;BVerfGE80_74;EG-Rundfunkrichtlinie;1989
2766;BVerfGE80_81;Volljährigenadoption I;1989
2767;BVerfGE80_96;Erstattungsanspruch des Arbeitgebers;1989
2768;BVerfGE8_1;Teuerungszulage;1958
2770;BVerfGE8_104;Volksbefragung über Atomwaffen;1958
2771;BVerfGE81_1;Schlüsselgewalt;1989
2777;BVerfGE81_142;Asylrecht;1989
2778;BVerfGE81_156;Erstattungsanspruch Arbeitsförderungsgesetz;1990
2779;BVerfGE81_208;Urheberrecht ausländischer Künstler;1990
2783;BVerfGE81_242;Wettbewerbsverbot des Handelsvertreters;1990
2786;BVerfGE81_278;Bundesflagge;1990
2787;BVerfGE81_29;Eigenbedarfskündigung Ferienwohnung;1989
2789;BVerfGE81_310;Kalkar II;1990
2791;BVerfGE81_363;Beamtenbaby;1990
2793;BVerfGE81_40;Übertragung von Taxikonzessionen;1989
2795;BVerfGE8_143;Beschussgesetz;1958
2797;BVerfGE8_155;Gesetzesvorbehalt bei leistungsgewährender Verwaltung;1958
2798;BVerfGE81_58;Jeziden I;1989
2799;BVerfGE81_70;Rückkehrgebot für Funkmietwagen;1989
2800;BVerfGE8_174;Zuständigkeit des BVerwG;1958
2801;BVerfGE8_183;Volksbefragungsverbot;1958
2805;BVerfGE8_197;Bußgeldverfahren;1958
2806;BVerfGE81_97;Vorbringen im Zivilprozess;1989
2808;BVerfGE82_1;Hitler-T-Shirt;1990
2809;BVerfGE8_210;Benachteiligungsverbot unehelicher Kinder;1958
2810;BVerfGE82_106;Unschuldsvermutung;1990
2811;BVerfGE82_126;Kündigungsschutz für Arbeiter;1990
2813;BVerfGE82_159;Absatzfonds;1990
2814;BVerfGE82_18;Kammerrechtsbeistand;1990
2816;BVerfGE82_209;Krankenhausplan Gesundheitsversorgung;1990
2817;BVerfGE8_222;Spielautomatensteuer;1958
2818;BVerfGE82_236;Flughafenblockade Startbahn 18 West;1990
2819;BVerfGE82_272;Zwangsdemokrat;1990
2820;BVerfGE82_286;Richterbesetzung Verfassungsgerichtshof des Saarlandes;1990
2824;BVerfGE82_310;Kommunale Rückneugliederung;1990
2825;BVerfGE82_316;Grundgesetzänderung Wiedervereinigung;1990
2826;BVerfGE82_322;Listenverbindung, Sperrklausel;1990
2829;BVerfGE82_43;Meinungsfreiheit;1990
2833;BVerfGE82_6;Mietrecht;1990
2834;BVerfGE8_260;Helgoland-Gesetz;1958
2835;BVerfGE82_60;Kindergeldentscheidung;1990
2836;BVerfGE8_274;Preisgesetz;1958
2837;BVerfGE8_28;Besoldungsrecht;1958
2840;BVerfGE83_119;Gemeinnützige Leistung als Bewährungsauflage;1990
2844;BVerfGE83_162;Einigungsvertrag;1990
2846;BVerfGE83_182;Pensionistenprivileg;1991
2847;BVerfGE83_201;Vorkaufsrecht;1991
2848;BVerfGE83_216;Jeziden II;1991
2849;BVerfGE83_238;6. Rundfunkurteil;1991
2850;BVerfGE83_24;Polizeigewahrsam, Vorbeugehaft;1990
2851;BVerfGE8_332;Wartestandsbestimmung;1958
2852;BVerfGE83_341;'Baha''i';1991
2853;BVerfGE83_363;Krankenhausfinanzierungsumlage (Rheinland-Pfalz);1991
2854;BVerfGE83_37;Ausländerwahlrecht bei Gemeinde- und Kreiswahlen (Schleswig-Holstein);1990
2855;BVerfGE83_395;Steuerfreiheit der Beihilfe;1991
2856;BVerfGE83_60;Ausländerwahlrecht zu Bezirksversammlungen (Hamburg);1990
2859;BVerfGE83_89;Hundert-Prozent-Grenze;1990
2860;BVerfGE84_1;Kindergeldkürzung;1991
2861;BVerfGE84_133;Warteschleifenregelung;1991
2863;BVerfGE84_168;Sorgerecht für nichteheliche Kinder;1991
2864;BVerfGE84_188;Überraschungsentscheidung;1991
2865;BVerfGE84_192;Offenbarungspflicht;1991
2866;BVerfGE84_197;Kündigungsschutz bei Zwischenvermietung;1991
2868;BVerfGE84_203;Versammlungsfreiheit;1991
2869;BVerfGE84_212;Aussperrung Arbeitskampf;1991
2871;BVerfGE84_239;Kapitalertragsteuer;1991
2874;BVerfGE84_290;DDR-Parteivermögen;1991
2875;BVerfGE84_304;Abgeordneter ohne Fraktionsstatus;1991
2876;BVerfGE84_34;Neubewertung von Prüfungsleistungen;1991
2879;BVerfGE84_348;Lohnsteuerkarte;1991
2881;BVerfGE84_372;Lohnsteuerhilfeverein;1991
2883;BVerfGE84_59;Medizinische Prüfung, Multiple-Choice-Verfahren III;1991
2887;BVerfGE84_9;Ehenamensrecht;1991
2888;BVerfGE84_90;Enteignungsentschädigung, Bodenreform I;1991
2889;BVerfGE8_51;Parteienfinanzierung I;1958
2890;BVerfGE85_1;Pressefreiheit;1991
2896;BVerfGE85_148;Stimmenauszählung Wahlprüfungsumfang;1991
2897;BVerfGE85_167;Akademie der Wissenschaften der DDR;1991
2899;BVerfGE85_191;Nachtarbeitsverbot für Frauen;1992
2903;BVerfGE85_23;Rhetorische Frage;1991
2905;BVerfGE85_248;Ärztliches Werbeverbot;1992
2906;BVerfGE85_264;Parteienfinanzierung VII;1992
2910;BVerfGE85_36;Ausbildungskapazität;1991
2911;BVerfGE85_360;Akademie der Wissenschaften der DDR;1992
2912;BVerfGE85_386;Fangschaltung;1992
2913;BVerfGE85_69;Eilversammlung;1991
2915;BVerfGE85_94;Kreuz im Klassenzimmer;1991
2916;BVerfGE85_97;Werbung für Lohnsteuerhilfeverein;1991
2917;BVerfGE86_1;Satiremagazin;1992
2918;BVerfGE86_122;Meinungsäußerungsfreiheit;1992
2919;BVerfGE86_133;Rückübertragungsanspruch;1992
2920;BVerfGE86_148;Länderfinanzausgleich II;1992
2922;BVerfGE86_28;Öffentlich bestellter Sachverständiger;1992
2923;BVerfGE86_280;Asylantrag;1992
2924;BVerfGE86_288;Lebenslange Freiheitsstrafe, Bewährungsaussetzung;1992
2926;BVerfGE86_382;Enteignung, Bergrecht der DDR;1992
2927;BVerfGE86_390;Schwangeren- und Familienhilfegesetz;1992
2928;BVerfGE86_46;Landwirtschaftliches Erbrecht;1992
2934;BVerfGE86_90;Kommunale Rückneugliederung;1992
2935;BVerfGE8_71;Bestimmtheit einer Rechtsverordnung;1958
2936;BVerfGE87_1;Kindererziehungszeiten, gesetzliche Rentenversicherung;1992
2939;BVerfGE87_114;Kleingartenpachtvertrag;1992
2940;BVerfGE87_152;Wirtschaftskraft;1992
2941;BVerfGE87_153;Grundfreibetrag Einkommensteuerrecht;1992
2942;BVerfGE87_181;Fernsehwerbung;1992
2944;BVerfGE87_209;Einziehung einer Videokassette;1992
2945;BVerfGE87_234;Einkommensanrechnung bei Arbeitslosenhilfe;1992
2947;BVerfGE87_273;Erörterungsgebühr;1992
2948;BVerfGE87_282;Vorlagepflicht;1992
2949;BVerfGE87_287;Tätigkeit eines Rechtsanwaltes;1992
2954;BVerfGE87_363;Nachtbackverbot III;1992
2956;BVerfGE87_399;Versammlungsauflösung;1992
2962;BVerfGE88_103;Beamteneinsatz bei Streik;1993
2963;BVerfGE88_118;Einspruchsfrist bei Versäumnisurteil;1993
2964;BVerfGE88_129;Promotionsberechtigung;1993
2966;BVerfGE88_145;Vergütung des Konkursverwalters;1993
2971;BVerfGE88_187;Pflegefamilie;1993
2973;BVerfGE88_203;Schwangerschaftsabbruch II;1993
2977;BVerfGE88_384;Anpassung der Bankredite der DDR;1993
2978;BVerfGE88_40;Zulassung einer privaten Grundschule;1992
2979;BVerfGE88_5;Gewerkschaftliche Beratungshilfe;1992
2982;BVerfGE88_76;Vermögensübertragung Treuhand;1993
2983;BVerfGE88_83;Schwangeren- und Familienhilfegesetz II;1993
2984;BVerfGE88_87;Geschlechtsumwandlung;1993
2985;BVerfGE8_89;Beschwerdeverwerfung;1958
2986;BVerfGE89_1;Eigenbedarfskündigung;1993
2993;BVerfGE89_132;Konkursausfallgeldversicherung;1993
2994;BVerfGE89_144;Konkursfähigkeit öffentlich-rechtlicher Rundfunkanstalten;1993
2996;BVerfGE89_155;Maastricht-Urteil;1993
2998;BVerfGE89_214;Bürgschaftsvertrag;1993
2999;BVerfGE89_237;Eigenbedarfskündigung;1993
3000;BVerfGE89_243;Kandidatenaufstellung;1993
3001;BVerfGE89_266;Unabhängige Arbeiterpartei;1993
3002;BVerfGE89_276;Geschlechtsbezogene Diskriminierung;1993
3004;BVerfGE89_291;Wahlprüfungsverfahren;1993
3006;BVerfGE89_315;Trennscheibe;1993
3011;BVerfGE89_346;Ausbildungsfreibetrag Einkommensteuer;1994
3012;BVerfGE89_359;Keine Befangenheit eines Richters (Herzog);1994
3014;BVerfGE89_38;Somalia UNOSOM II;1993
3015;BVerfGE89_381;Volljährigenadoption II;1994
3018;BVerfGE89_69;Haschischkonsum;1993
3022;BVerfGE90_1;Jugendgefährdende Schriften;1994
3023;BVerfGE90_107;Privatschulfinanzierung;1994
3024;BVerfGE90_128;Privatschulfinanzierung;1994
3025;BVerfGE90_145;Haschischkonsum;1994
3026;BVerfGE90_22;Annahmegründe;1994
3027;BVerfGE90_226;Kirchensteuer-Hebesatz;1994
3028;BVerfGE90_241;Judenverfolgung Auschwitzlüge;1994
3029;BVerfGE90_255;Briefüberwachung in einer JVA;1994
3030;BVerfGE90_263;Ehelichkeitsanfechtung;1994
3031;BVerfGE90_27;Parabolantenne I;1994
3032;BVerfGE90_277;Rundfunkfreiheit für private Rundfunkanbieter;1994
3033;BVerfGE90_286;AWACS-Bundeswehreinsatz;1994
3036;BVerfGE90_46;Kündigung während der Probezeit, Personalrat;1994
3037;BVerfGE90_60;Rundfunkurteil Kabelgroschen;1994
3040;BVerfGE91_1;Maßregelvollzug Entziehungsanstalt;1994
3042;BVerfGE91_125;Fernsehaufnahme im Gerichtssaal;1994
3045;BVerfGE91_148;Umlaufverfahren Warenausfuhr;1994
3047;BVerfGE91_186;Kohlepfennig;1994
3049;BVerfGE91_207;Hafengebühr;1994
3051;BVerfGE91_228;Kommunale Selbstverwaltung;1994
3053;BVerfGE9_124;Armenrecht;1959
3056;BVerfGE91_262;Parteibegriff I;1994
3057;BVerfGE91_276;Parteibegriff II;1994
3058;BVerfGE91_294;Mietpreisbindung;1994
3061;BVerfGE91_335;Klagezustellung;1994
3062;BVerfGE91_346;Abfindungsanspruch Höferecht;1994
