;id;short;year
1105;BVerfGE22_322;Strafverfügungsfall;1967
1107;BVerfGE22_349;Aussetzung des Verfahrens;1967
1109;BVerfGE2_237;Hypothekensicherungsgesetz;1953
1111;BVerfGE22_380;Dienstleistungspflichten von Kreditinstituten;1967
1115;BVerfGE22_49;Strafgewalt der Finanzämter;1967
1116;BVerfGE2_266;Notaufnahmegesetz;1953
1121;BVerfGE22_93;Unterhaltsverpflichtung;1967
1124;BVerfGE2_307;Änderung von Gerichtsbezirken;1953
1126;BVerfGE23_113;Blankettstrafrecht;1968
1128;BVerfGE23_127;Zeugen Jehovas;1968
1131;BVerfGE23_153;Schatzanweisung;1968
1132;BVerfGE23_191;Dienstfluchtfall;1968
1141;BVerfGE23_288;Kriegsfolgelasten;1968
1145;BVerfGE23_353;Kreisumlage;1968
1146;BVerfGE2_336;Armenanwalt;1953
1149;BVerfGE2_347;Kehler Hafen;1953
1150;BVerfGE23_50;Nachtbackverbot;1968
1151;BVerfGE23_62;Erfindervergütung;1968
1153;BVerfGE2_380;Haftentschädigungsrecht;1953
1155;BVerfGE23_98;Ausbürgerung, Staatsangehörigkeitsentzug;1968
1160;BVerfGE24_119;Elterliche Einwilligungserklärung zur Adoption;1968
1161;BVerfGE24_155;Gemeinsame Amtsgerichte;1968
1163;BVerfGE24_174;Gesellschaftsteuer;1968
1164;BVerfGE24_184;Apostillenverfahren, Zustimmungsgesetz;1968
1167;BVerfGE24_220;Angestelltenversicherung;1968
1171;BVerfGE24_260;Politische Partei;1968
1174;BVerfGE24_278;GEMA;1968
1175;BVerfGE24_289;Hessisches Schulgebet;1968
1177;BVerfGE24_300;Wahlkampfkostenpauschale;1968
1178;BVerfGE24_33;Deutsch-Niederländischer Finanzvertrag;1968
1179;BVerfGE24_367;Hamburger Deichordnungsgesetz;1968
1184;BVerfGE25_1;Mühlengesetz;1968
1186;BVerfGE25_112;Niedersächsisches Deichordnungsgesetz;1969
1190;BVerfGE25_142;Beamtenwitwe;1969
1195;BVerfGE25_167;Gleichstellung nichtehelicher Kinder;1969
1200;BVerfGE25_236;Dentist;1969
1202;BVerfGE25_256;Blinkfüer;1969
1203;BVerfGE25_269;Verfolgungsverjährung;1969
1206;BVerfGE25_296;Zeugnisverweigerungsrecht der Presse;1969
1207;BVerfGE25_308;Bundeshaushaltsplan;1969
1213;BVerfGE25_352;Gnadengesuch;1969
1217;BVerfGE25_44;Durchsetzung Parteiverbot KPD;1969
1219;BVerfGE25_69;Verfassungsfeindliche Äußerung;1969
1221;BVerfGE25_88;Berufsverbot;1969
1224;BVerfGE26_116;Besoldung der Finanzrichter;1969
1226;BVerfGE26_141;Richterbesoldung;1969
1230;BVerfGE26_186;Ehrengerichtshöfe für Rechtsanwälte;1969
1233;BVerfGE26_228;Schulzweckverbandsausschluss;1969
1234;BVerfGE26_246;Ingenieurgesetz;1969
1235;BVerfGE26_259;Sonntagsfahrverbot für LKW;1969
1236;BVerfGE26_265;Heimkosten, Unterhaltspflicht;1969
1237;BVerfGE26_281;Gebührenpflicht von Bundesbahn und Bundespost;1969
1241;BVerfGE26_327;Bilanzbündeltheorie;1969
1242;BVerfGE26_338;Eisenbahnkreuzungsgesetz;1969
1244;BVerfGE26_41;Grober Unfug;1969
1249;BVerfGE27_1;Mikrozensus;1969
1255;BVerfGE27_152;Rückforderung der Wahlkampfkostenpauschale;1969
1258;BVerfGE27_175;Isoliertes Vorverfahren, Verfahrenskosten;1969
1259;BVerfGE27_18;Ordnungswidrigkeitenrecht;1969
1261;BVerfGE27_195;Privatschulen;1969
1262;BVerfGE27_211;Uranvorkommen;1969
1267;BVerfGE27_253;Besatzungsschäden;1969
1269;BVerfGE27_297;Zweitbescheid;1969
1272;BVerfGE27_344;Ehescheidungsakten;1970
1273;BVerfGE27_355;Ärztliches Berufsgericht;1970
1278;BVerfGE27_44;Parlamentarisches Regierungssystem;1969
1281;BVerfGE27_71;Überwachungsgesetz;1969
1282;BVerfGE27_88;Überwachungsgesetz;1969
1283;BVerfGE2_79;Europäische Verteidigungsgemeinschaft;1952
1284;BVerfGE28_1;Augstein (Widerruf);1970
1287;BVerfGE28_119;Spielbank;1970
1288;BVerfGE28_151;Wohnungsbaugenossenschaft Ostland;1970
1290;BVerfGE28_17;Substantiierungspflicht;1970
1294;BVerfGE28_21;Robenstreit;1970
1295;BVerfGE28_214;Landtagswahlgesetz Wahlprüfungsverfahren;1970
1296;BVerfGE28_220;Abstimmungsberechtigung;1970
1298;BVerfGE28_243;Kriegsdienstverweigerung;1970
1300;BVerfGE28_282;Kriegsdienstgegner;1970
1301;BVerfGE28_295;Mitgliederwerbung im Betrieb;1970
1304;BVerfGE28_324;Heiratsklausel;1970
1305;BVerfGE28_36;Zitiergebot;1970
1308;BVerfGE28_386;Kurzzeitige Freiheitsstrafe;1970
1309;BVerfGE28_51;Flugblätter;1970
1310;BVerfGE28_55;Leserbrief;1970
1311;BVerfGE28_66;Fernsprechgebühr;1970
1313;BVerfGE28_97;Wahlkampfkostenpauschale;1970
1316;BVerfGE29_11;Landesbauordnung Baden-Württemberg;1970
1321;BVerfGE29_166;Ferntrauung;1970
1325;BVerfGE29_183;Rücklieferung eines Deutschen;1970
1327;BVerfGE29_198;Abschöpfung EWG-Marktordnung;1970
1331;BVerfGE29_221;Jahresarbeitsverdienstgrenze;1970
1346;BVerfGE29_348;Deutsch-Niederländischer Finanzvertrag;1970
1355;BVerfGE29_83;Steinkohleanpassungsgesetz;1970
1356;BVerfGE30_1;Abhörurteil;1970
1358;BVerfGE30_108;Widerruf eines Gnadenerweises;1971
1359;BVerfGE30_112;Unterricht in Biblischer Geschichte;1971
1361;BVerfGE30_129;Kapitalwert der Erbbauzinsen;1971
1365;BVerfGE30_173;Mephisto;1971
1366;BVerfGE30_227;Vereinsname;1971
1367;BVerfGE30_250;Absicherungsgesetz;1971
1369;BVerfGE30_292;Erdölbevorratung;1971
1370;BVerfGE30_336;Jugendgefährdende Schriften;1971
1372;BVerfGE30_367;Bundesentschädigungsgesetz;1971
1373;BVerfGE30_392;Berlinhilfegesetz;1971
1376;BVerfGE30_415;Kirchensteuerpflicht;1971
1377;BVerfGE30_47;§ 26 BSHG;1970
1382;BVerfGE31_1;Wartezeit, Sozialversicherung;1971
1384;BVerfGE31_113;Jugendgefährdende Schriften;1971
1388;BVerfGE31_145;Milchpulver;1971
1389;BVerfGE31_181;Schöffenwahl;1971
1391;BVerfGE31_194;Sorgerechtsregelung;1971
1392;BVerfGE3_12;Bundesbankgesetz;1953
1395;BVerfGE31_229;Schulbuchprivileg;1971
1396;BVerfGE31_248;Bibliotheksgroschen;1971
1397;BVerfGE31_255;Tonbandvervielfältigung;1971
1398;BVerfGE31_270;Schulfunksendung;1971
1399;BVerfGE31_275;Bearbeiter-Urheberrechte (Schallplatten);1971
1404;BVerfGE31_314;Zweites Rundfunkurteil;1971
1407;BVerfGE31_364;Bebauungsplan;1971
1414;BVerfGE31_58;Spanier-Entscheidung;1971
1415;BVerfGE3_162;Angestelltenverhältnisse;1953
1416;BVerfGE31_8;Glücksspielautomat;1971
1417;BVerfGE3_187;Unterbringungsanspruch;1953
1419;BVerfGE3_19;Unterschriftenquorum (GVP);1953
1422;BVerfGE32_1;Apothekeranwärter;1971
1424;BVerfGE3_213;Entlassung Nationalsozialist;1953
1425;BVerfGE32_145;Beförderungssteuer;1971
1426;BVerfGE32_157;Stichtagregelung;1971
1429;BVerfGE32_199;Richterbesoldung III;1971
1431;BVerfGE3_225;Gleichberechtigung;1953
1434;BVerfGE32_273;Mutterschutz;1972
1437;BVerfGE32_296;Kranzgeld;1972
1439;BVerfGE32_311;Steinmetz-Wettbewerb;1972
1440;BVerfGE32_319;Außenwerbung;1972
1441;BVerfGE32_333;Ergänzungsabgabe;1972
1443;BVerfGE32_346;Strafbestimmungen in Gemeindesatzungen;1972
1444;BVerfGE32_365;Sterbevierteljahr;1972
1445;BVerfGE32_373;Ärztliche Schweigepflicht;1972
1448;BVerfGE3_248;Mehrfachbestrafung (ne bis in idem);1953
1449;BVerfGE32_54;Betriebsbetretungsrecht;1971
1455;BVerfGE3_288;Dienstverhältnis von Berufssoldaten;1954
1456;BVerfGE32_98;Gesundbeter;1971
1457;BVerfGE33_1;Strafvollzug;1972
1460;BVerfGE33_125;Facharztbeschluss;1972
1461;BVerfGE33_171;Honorarverteilung;1972
1466;BVerfGE33_206;Waffengesetz;1972
1467;BVerfGE33_224;Bauordnungswidrigkeit;1972
1468;BVerfGE33_23;Eidesverweigerung aus Glaubensgründen;1972
1474;BVerfGE33_303;numerus clausus;1972
1476;BVerfGE33_367;Zeugnisverweigerungsrecht für Sozialarbeiter;1972
1477;BVerfGE3_34;Aussetzung des Gesetzesvollzugs;1953
1480;BVerfGE33_52;Verbringungsgesetz, Zensur;1972
1483;BVerfGE3_359;Tatsachenfeststellung;1954
1485;BVerfGE3_368;Besatzungsrecht;1954
1486;BVerfGE3_377;Befangenheit im Verwaltungsverfahren;1954
1487;BVerfGE3_383;Zulassung politischer Parteien zur Landtagswahl;1954
1489;BVerfGE33_90;Lohnsteuerrecht;1972
1491;BVerfGE3_407;Baugutachten;1954
1492;BVerfGE3_41;Amtszeitverkürzung;1953
1497;BVerfGE34_139;Fahrbahndecke;1972
1500;BVerfGE34_160;Wahlsendung NPD;1972
1501;BVerfGE34_165;Hessische Förderstufe, Privatschulen;1972
1507;BVerfGE34_238;Heimliche Tonbandaufnahme;1973
1508;BVerfGE34_252;Vereinheitlichung der steuerberatenden Berufe;1973
1511;BVerfGE34_269;Soraya;1973
1512;BVerfGE34_293;Verteidigungsbefugnis Enslin-Kassiber;1973
1522;BVerfGE3_45;Nachrückende Ersatzleute;1953
1523;BVerfGE34_52;Hessisches Richtergesetz;1972
1525;BVerfGE34_71;Sachkundenachweis;1972
1526;BVerfGE34_81;Sperrklausel, Wahlgleichheit;1972
1527;BVerfGE34_9;Besoldungsrecht;1972
1531;BVerfGE35_171;Besorgnis der Befangenheit (Rottmann);1973
1534;BVerfGE35_185;Haftgrund, Wiederholungsgefahr;1973
1536;BVerfGE3_52;Weihnachtsgeld;1953
1537;BVerfGE35_202;Lebach-Urteil;1973
1541;BVerfGE35_263;Baurecht Nachbarklage;1973
1547;BVerfGE35_307;Untersuchungshaft Fernsehgerät;1973
1551;BVerfGE35_348;Armenrecht für juristische Personen;1973
1552;BVerfGE35_35;Untersuchungsgefangener;1973
1553;BVerfGE35_363;Umsatzsteuerprivileg;1973
1554;BVerfGE35_366;Kreuz im Gerichtssaal;1973
1557;BVerfGE35_382;Ausländerausweisung, Palästina;1973
1559;BVerfGE35_5;Untersuchungshaft Schreibmaschine;1973
1560;BVerfGE35_65;Wegfall des Vorverfahrens VwGO;1973
1561;BVerfGE35_79;Hochschulurteil;1973
1562;BVerfGE3_58;Beamtenurteil;1953
1563;BVerfGE36_1;Grundlagenvertrag;1973
1569;BVerfGE36_139;Wahlrecht Auslandsdeutscher;1973
1571;BVerfGE36_146;Eheverbot der Geschlechtsgemeinschaft;1973
1573;BVerfGE36_193;Aussageverweigerungsrecht der Presse;1973
1577;BVerfGE36_237;Nachversicherung;1973
1579;BVerfGE36_264;Überlastung des Schwurgerichts;1973
1580;BVerfGE36_281;Offenlegung Patentrecht;1974
1584;BVerfGE36_314;Zeugnisverweigerungsrecht der Presse;1974
1585;BVerfGE36_321;Schallplattenumsatzsteuer;1974
1586;BVerfGE36_342;Niedersächsisches Landesbesoldungsgesetz;1974
1588;BVerfGE36_383;Unfallversicherung;1974
1590;BVerfGE36_47;Nachnahmeversand von Tieren;1973
1591;BVerfGE36_66;Stabilitätszuschlag;1973
1595;BVerfGE36_92;Versagung rechtlichen Gehörs;1973
1596;BVerfGE37_1;Weinwirtschaftsabgabe;1974
1598;BVerfGE37_104;Bonus-Malus-Regelung;1974
1600;BVerfGE37_132;Wohnraumkündigung, Vergleichsmiete;1974
1603;BVerfGE37_167;Dienstbezüge während eines Disziplinarverfahrens;1974
1606;BVerfGE37_217;Staatsangehörigkeit von Kindern;1974
1608;BVerfGE37_271;Solange I;1974
1611;BVerfGE37_328;Gasöl-Verwendungsgesetz;1974
1614;BVerfGE37_363;Zustimmungsgesetz (Bundesrat);1974
1616;BVerfGE37_57;DDR Rechtshilfegesetz;1974
1620;BVerfGE38_1;Richteramtsbezeichnungen;1974
1622;BVerfGE38_105;Vertretung von Zeugen, Rechtsbeistand;1974
1623;BVerfGE38_121;Steinkohlenbergbau;1974
1624;BVerfGE38_128;Wiedergutmachungsrecht;1974
1626;BVerfGE38_154;Wehrdienstopfer;1974
1627;BVerfGE38_175;Rückenteignung;1974
1631;BVerfGE38_23;Deutsche National-Zeitung;1974
1633;BVerfGE38_241;Ehelichkeitsanfechtung;1974
1634;BVerfGE38_258;Magistratsverfassung Schleswig-Holstein;1974
1636;BVerfGE38_281;Arbeitnehmerkammern;1974
1639;BVerfGE38_326;Passives Wahlrecht, Inkompatibilität (Landtagsmandat);1975
1640;BVerfGE38_347;Deutsche National-Zeitung;1975
1641;BVerfGE38_348;Zweckentfremdung von Wohnraum;1975
1643;BVerfGE38_373;Rezeptsammelstellen;1975
1644;BVerfGE38_386;Aussperrung von Betriebsratsmitgliedern;1975
1645;BVerfGE38_398;Auslieferung;1975
1648;BVerfGE38_61;Leberpfennig;1974
1649;BVerfGE39_1;Schwangerschaftsabbruch I;1975
1650;BVerfGE39_128;Erstattung der Ausbildungskosten, Soldatengesetz;1975
1652;BVerfGE39_156;Gemeinschaftliche Verteidigung im Strafverfahren;1975
1653;BVerfGE39_169;Hinterbliebenenrente;1975
1654;BVerfGE39_196;Witwenrente, Beamtenpension;1975
1657;BVerfGE39_238;Entpflichtung eines Pflichtverteidigers;1975
1659;BVerfGE39_258;Kapazitätsausnutzung (Studienplätze);1975
1660;BVerfGE39_276;Passivlegitimation für Zahlungsklagen, Studienplatzvergabe;1975
1661;BVerfGE39_302;Grundrechtsfähigkeit der AOK;1975
1662;BVerfGE39_316;Kinderzuschuss in der Knappschaft;1975
1663;BVerfGE39_334;Radikalenerlass;1975
1664;BVerfGE39_96;Städtebauförderungsgesetz;1975
1669;BVerfGE40_11;Wahlprüfung;1975
1670;BVerfGE40_121;Waisenrente;1975
1671;BVerfGE40_141;Ostverträge;1975
1675;BVerfGE40_196;Güterkraftverkehrsgesetz;1975
1677;BVerfGE40_237;Rechtsschutzverfahren im Strafvollzug;1975
1681;BVerfGE40_276;St. Pauli-Nachrichten;1975
1682;BVerfGE40_287;Verfassungsschutzbericht;1975
1683;BVerfGE40_294;Zwangsversteigerung;1975
1684;BVerfGE40_296;Abgeordnetendiäten;1975
1686;BVerfGE40_356;Besetzung der Richterbank;1975
1687;BVerfGE40_371;Werbefahrten im Straßenverkehr;1975
1691;BVerfGE40_56;Vergnügungssteuergesetz Nordrhein-Westfalen;1975
1693;BVerfGE40_65;Familienhilfe in der Knappschaft;1975
1695;BVerfGE40_88;Führerschein;1975
1697;BVerfGE4_1;Bindung durch Rechtsinstanz;1954
1698;BVerfGE41_1;Richterwahl;1975
1701;BVerfGE41_126;Reparationsschaden;1976
1702;BVerfGE4_115;Besoldungsgesetz Nordrhein-Westfalen;1954
1704;BVerfGE41_205;Gebäudeversicherungsmonopol;1976
1707;BVerfGE41_231;Kommunalrechtliches Vertretungsverbot;1976
1709;BVerfGE41_246;Baader-Meinhof-Prozess;1976
1710;BVerfGE41_251;Speyer-Kolleg;1976
1712;BVerfGE41_29;Simultanschule Baden-Württemberg;1975
1713;BVerfGE41_291;Strukturförderung;1976
1721;BVerfGE41_360;Nachtbackverbot;1976
1722;BVerfGE41_378;Rechtsbeistand;1976
1723;BVerfGE41_399;Wahlkampfkostenpauschale;1976
1726;BVerfGE4_144;Abgeordnetenentschädigung (Schleswig-Holstein);1955
1727;BVerfGE4_157;Saarstatut;1955
1728;BVerfGE41_65;Gemeinsame Schule Bayern;1975
1729;BVerfGE4_178;Landesgesetze zur Verwaltungsgerichtsbarkeit (Baden-Württemberg);1955
1730;BVerfGE41_88;Gemeinschaftsschule Nordrhein-Westfalen;1975
1734;BVerfGE42_1;Sicherungsverwahrung;1976
1735;BVerfGE42_103;Verwaltungsrechtlicher Vertrag;1976
1739;BVerfGE42_133;Wahlwerbung;1976
1741;BVerfGE42_143;Deutscher Gewerkschaftsbund;1976
1742;BVerfGE42_163;Herabsetzendes Werturteil;1976
1743;BVerfGE42_172;Klageerzwingungsverfahren;1976
1744;BVerfGE42_176;Anrechnung der Abfindung;1976
1745;BVerfGE4_219;Junktimklausel;1955
1746;BVerfGE42_191;Krankentransport;1976
1747;BVerfGE42_20;Öffentliches Wegeeigentum;1976
1749;BVerfGE42_212;Durchsuchungsbefehl;1976
1754;BVerfGE42_243;Hinweispflicht;1976
1758;BVerfGE42_263;Contergan;1976
1759;BVerfGE42_312;Inkompatibilität (kirchliches Amt);1976
1762;BVerfGE42_374;Pfandleihgewerbe;1976
1764;BVerfGE42_42;Normenkontrollverfahren;1976
1767;BVerfGE42_64;Zwangsversteigerung;1976
1768;BVerfGE4_27;Politische Parteien im Organstreit, Wahlrechtsgleichheit;1954
1772;BVerfGE4_294;Versetzung in den Ruhestand;1955
1773;BVerfGE42_95;Besuchserlaubnis Untersuchungshaft;1976
1775;BVerfGE4_309;Fristversäumnis im Verfassungsbeschwerdeverfahren;1955
1776;BVerfGE4_31;Sperrklausel Südschleswigscher Wählerverband;1954
1779;BVerfGE43_108;Kinderfreibetrag;1976
1782;BVerfGE43_130;Politisches Flugblatt;1976
1783;BVerfGE43_142;Verfassungsbeschwerde einer Parlamentsfraktion;1976
1785;BVerfGE43_154;Direktor der Datenzentrale;1976
1794;BVerfGE43_242;Berufungsvereinbarung;1977
1796;BVerfGE43_291;Parkstudium II;1977
1797;BVerfGE4_331;Soforthilfegesetz;1955
1798;BVerfGE43_34;Quereinstieg;1976
1799;BVerfGE43_47;Parkstudium;1976
1802;BVerfGE4_358;Reichsgesetz über den Finanzausgleich;1955
1803;BVerfGE43_58;Laborgemeinschaft;1976
1804;BVerfGE4_370;Mandatsrelevanz;1955
1805;BVerfGE4_375;Schwerpunktpartei;1956
1810;BVerfGE44_1;Nichtehelichen-Erbrecht;1976
1812;BVerfGE44_105;Vorläufiges Berufsverbot gegen Rechtsanwalt;1977
1813;BVerfGE4_412;Gesetzlicher Richter, Terminanberaumung;1956
1814;BVerfGE44_125;Öffentlichkeitsarbeit der Bundesregierung;1977
1815;BVerfGE44_197;Solidaritätsadresse;1977
1819;BVerfGE44_249;Alimentationsprinzip;1977
1824;BVerfGE44_308;Beschlussfähigkeit des Bundestages;1977
1825;BVerfGE44_322;Allgemeinverbindlichkeitserklärung von Tarifverträgen;1977
1826;BVerfGE44_353;Beratungsstelle für Suchtkranke;1977
1827;BVerfGE44_37;Nachbesteuerung bei Kirchenaustritt;1977
1828;BVerfGE4_45;D-Markbilanzgesetz;1954
1832;BVerfGE45_1;Haushaltsüberschreitung;1977
1833;BVerfGE45_104;Unterhaltsleistung Geschiedener;1977
1834;BVerfGE45_142;Interventionsrecht;1977
1835;BVerfGE45_187;Lebenslange Freiheitsstrafe;1977
1836;BVerfGE4_52;Elterliches Erziehungsrecht, dänische Schule;1954
1838;BVerfGE45_297;Hamburger U-Bahn;1977
1839;BVerfGE45_346;Architektenkammer Niedersachsen;1977
1843;BVerfGE45_376;Unfallversicherung des nasciturus;1977
1845;BVerfGE45_400;Oberstufenreform (Hessen);1977
1846;BVerfGE45_422;Amtsenthebung eines Notars;1977
1847;BVerfGE45_434;RAF;1977
1848;BVerfGE45_63;Stadtwerke Hameln;1977
1851;BVerfGE4_60;Intendanturweinauflagen;1954
1852;BVerfGE46_1;Kontaktsperre;1977
1853;BVerfGE46_120;Digitale Nachrichtenübermittlung;1977
1855;BVerfGE46_160;Schleyer;1977
1856;BVerfGE46_166;Vorläufiger Rechtsschutz des Sozialgerichts;1977
1860;BVerfGE46_194;Beschleunigungsgebot in Haftsachen;1977
1866;BVerfGE46_224;Gewerbesteuerpflicht des Handelsvertreters;1977
1867;BVerfGE46_246;Halbfettmargarine;1977
1868;BVerfGE46_266;Krankenhausaufnahme;1977
1869;BVerfGE46_268;Bayerisches Bodenreformgesetz;1977
1874;BVerfGE46_325;Zwangsversteigerung;1977
1877;BVerfGE46_342;Bankkonto der Philippinischen Botschaft;1977
1883;BVerfGE46_73;Betriebsratsarbeit im katholischen Krankenhaus;1977
1884;BVerfGE46_97;Witwengeld;1977
1885;BVerfGE4_7;Investitionshilfe;1954
1886;BVerfGE47_1;Hausgehilfin;1977
1889;BVerfGE47_109;Bestimmtheitsgebot;1978
1897;BVerfGE47_198;Wahlwerbesendung;1978
1898;BVerfGE47_239;Zwangsweiser Haarschnitt;1978
1899;BVerfGE47_253;Wahlvorschriften für Bezirksvertretungen;1978
1900;BVerfGE47_285;Notargebühren;1978
1901;BVerfGE47_327;Hessisches Universitätsgesetz;1978
1902;BVerfGE4_74;Ärztliches Berufungsgericht;1954
1903;BVerfGE47_46;Sexualkundeunterricht;1977
1904;BVerfGE47_85;Ehereformgesetz (Stichtagsregelung);1977
1908;BVerfGE48_127;Wehrpflichtnovelle;1978
1910;BVerfGE48_210;Ausländische Einkünfte;1978
1911;BVerfGE48_227;Lohnfortzahlung;1978
1917;BVerfGE48_292;Vorläufiges Berufsverbot für einen Rechtsanwalt;1978
1918;BVerfGE48_300;Vertretungsverbot Ehrengericht;1978
1919;BVerfGE48_327;Familienname;1978
1921;BVerfGE48_346;Witwenurteil;1978
1922;BVerfGE48_367;Hessisches Pressegesetz;1978
1923;BVerfGE48_376;Tierversuche;1978
1927;BVerfGE48_403;Wohnungsbauprämie;1978
1929;BVerfGE48_64;Passives Wahlrecht, Inkompatibilität (Unternehmen);1978
1932;BVerfGE49_148;Revisionsrecht;1978
1933;BVerfGE49_15;Volksentscheid Oldenburg;1978
1934;BVerfGE49_168;Aufenthaltserlaubnis;1978
1936;BVerfGE49_192;Nachentrichtung in der Rentenversicherung;1978
1939;BVerfGE49_220;Zwangsversteigerung;1978
1940;BVerfGE49_24;Kontaktsperregesetz;1978
1941;BVerfGE49_244;Vergleichsmiete;1978
1942;BVerfGE49_252;Versagung rechtlichen Gehörs;1978
1944;BVerfGE49_280;Zeugenentschädigung;1978
1945;BVerfGE49_286;Geschlechtsumwandlung;1978
1946;BVerfGE49_304;Sachverständigenhaftung;1978
1949;BVerfGE49_343;Kommunalabgabengesetz Schleswig-Holstein;1978
1954;BVerfGE49_70;Untersuchungsausschuss Schleswig-Holstein;1978
1960;BVerfGE50_142;Unterhaltspflichtverletzung;1979
1961;BVerfGE50_16;Anfechtung;1978
1962;BVerfGE50_166;Ausweisung;1979
1964;BVerfGE50_195;Gemeindename;1979
1965;BVerfGE50_205;Strafbarkeit von Bagatelldelikten;1979
1967;BVerfGE50_234;Ausschluss eines Reporters;1979
1968;BVerfGE50_244;Auslieferung;1979
1974;BVerfGE50_290;Mitbestimmung der Arbeitnehmer;1979
1982;BVerfGE50_5;Verminderte Schuldfähigkeit;1978
1983;BVerfGE50_50;Kommunale Selbstverwaltung, Gebietsneugliederung;1978
1984;BVerfGE50_57;Besteuerung von Zinsen;1978
1986;BVerfGE51_1;Rentenauszahlung in das Ausland;1979
1989;BVerfGE51_130;Ausbildungskapazität;1979
1991;BVerfGE51_150;Zwangsversteigerung;1979
1996;BVerfGE51_193;Warenzeichenrecht;1979
1999;BVerfGE51_268;Grundschulauflösung;1979
2000;BVerfGE51_295;Sperrklausel Europawahlgesetz;1979
2001;BVerfGE5_13;Zitiergebot;1956
2003;BVerfGE51_324;Verhandlungsunfähigkeit des Angeklagten;1979
2006;BVerfGE51_369;Auflösungsgesetz der Pädagogischen Hochschule des Saarlandes;1979
2008;BVerfGE51_386;Ausweisung;1979
2010;BVerfGE51_405;Beschwerdebefugnis;1979
2011;BVerfGE51_43;Bayerisches Personalvertretungsgesetz;1979
2013;BVerfGE5_17;Benachteiligung wegen Heimat oder Herkunft;1956
2014;BVerfGE51_77;Personalrat;1979
2015;BVerfGE51_97;Durchsuchungsanordnung Zwangsvollstreckung;1979
2017;BVerfGE52_1;Kleingarten;1979
2018;BVerfGE52_131;Arzthaftung;1979
2019;BVerfGE52_187;EWG-Recht;1979
2022;BVerfGE52_214;Vollstreckungsschutz;1979
2023;BVerfGE52_223;Schulgebet;1979
2024;BVerfGE52_256;Umlageverfahren einer Rechtsanwaltskammer;1979
2027;BVerfGE52_283;Tendenzschutz für Presseunternehmen;1979
2028;BVerfGE52_303;Liquidationsrecht;1979
2029;BVerfGE52_357;Mutterschutz;1979
2030;BVerfGE52_369;Hausarbeitstag;1979
2031;BVerfGE52_380;Prüfungsrecht;1979
2033;BVerfGE52_42;Gemeinderecht, Ausschluss eines Rechtsanwaltes;1979
2034;BVerfGE5_25;Apothekenerrichtung;1956
2035;BVerfGE52_63;Parteienfinanzierung III;1979
2036;BVerfGE52_95;Amtsverwaltung Schleswig-Holstein;1979
2037;BVerfGE53_1;Schulbücher;1979
2038;BVerfGE53_100;Gerichtsbezirk;1980
2043;BVerfGE53_152;Haftbefehl;1980
2045;BVerfGE53_185;Gymnasiale Oberstufenreform;1980
2049;BVerfGE53_224;Ehescheidung;1980
2051;BVerfGE53_257;Versorgungsausgleich;1980
2052;BVerfGE53_30;Mülheim-Kärlich;1979
2056;BVerfGE53_352;Vergleichsmiete;1980
2058;BVerfGE53_366;Konfessionelles Krankenhaus;1980
2060;BVerfGE53_96;Apothekenwerbung;1980
2064;BVerfGE54_117;Präklusion Zivilprozessordnung;1980
2065;BVerfGE54_129;Kunstkritik;1980
2067;BVerfGE54_143;Taubenfütterung;1980
2070;BVerfGE54_173;Ausbildungskapazität Hochschulrecht;1980
2071;BVerfGE54_208;Böll Heinrich;1980
2073;BVerfGE54_224;Kassenärztliches Abrechnungsverfahren;1980
2074;BVerfGE54_237;Sozietätsverbot;1980
2075;BVerfGE54_251;Vormundschaftsrecht;1980
2076;BVerfGE54_277;Nichtannahme einer Revision;1980
2077;BVerfGE54_301;Buchführungsprivileg;1980
2078;BVerfGE54_341;Asylgewährung;1980
2079;BVerfGE54_363;Akademische Selbstverwaltung;1980
2080;BVerfGE54_39;Verwaltungsgerichtliches Musterverfahren;1980
2083;BVerfGE54_53;Ausbürgerung;1980
2088;BVerfGE55_1;Flughafen München;1980
2089;BVerfGE55_100;Kindergeld;1980
2092;BVerfGE55_134;Härteklausel im Scheidungsrecht;1980
2095;BVerfGE55_159;Falknerjagdschein;1980
2096;BVerfGE55_171;Sorgerecht;1980
2099;BVerfGE55_207;Nebentätigkeit der Beamten;1980
2100;BVerfGE55_244;Wohnungsmodernisierung;1980
2101;BVerfGE55_249;Wohnhausabbruch;1980
2102;BVerfGE55_261;Diplomingenieur;1980
2103;BVerfGE55_274;Ausbildungsplatzförderung;1980
2107;BVerfGE55_37;Mehrfachstimmrecht der Professorenvertreter;1980
2109;BVerfGE55_372;Richterbesoldung VI;1981
2110;BVerfGE5_56;Baden-Abstimmung;1956
2111;BVerfGE55_7;Allgemeinverbindlichkeitserklärung;1980
2112;BVerfGE55_72;Verspätetes Vorbringen, Präklusion;1980
2122;BVerfGE56_216;Rechtsschutz im Asylverfahren;1981
2123;BVerfGE56_22;Kriminelle Vereinigung;1981
2124;BVerfGE56_244;Brokdorf I;1981
2126;BVerfGE56_249;Gondelbahn;1981
2128;BVerfGE56_298;Lärmschutz;1980
2130;BVerfGE56_363;Sorgerecht bei nichtehelichem Kind;1981
2131;BVerfGE56_37;Selbstbezichtigung des Gemeinschuldners;1981
2132;BVerfGE56_396;Agententätigkeit;1981
2133;BVerfGE56_54;Fluglärm;1981
2136;BVerfGE56_99;Bürogemeinschaft;1981
